V1,V2
Q14197,P82650
Q14197,Q9NWU5
Q14197,Q3SY69
Q14197,O95900
Q14197,Q9GZT3
Q14197,O14979
Q14197,P11182
Q14197,O95363
Q14197,Q9NWU5
Q14197,Q9BYC9
Q14197,P82675
Q14197,Q02978
Q14197,Q9Y3D9
Q14197,P49590
Q14197,Q9P015
Q14197,O76031
Q14197,P53007
Q14197,Q9Y305
Q14197,Q9NQ50
Q14197,Q7L0Y3
Q14197,Q9BU61
Q14197,Q9H2W6
Q14197,P82912
Q14197,Q96EY1
Q14197,P09622
Q14197,Q6P087
Q14197,Q9HCC0
Q14197,P51398
Q14197,O75306
Q14197,P82664
Q14197,P49406
Q14197,O95831
Q14197,P34897
Q14197,Q5ST30
Q14197,Q9HAV7
Q14197,Q5T653
Q14197,Q9H9B4
Q14197,P21796
Q14197,O75489
Q14197,Q5T9A4
Q14197,Q9Y3D3
Q14197,O75127
Q14197,Q8IYB8
Q14197,P49821
Q14197,P00367
Q14197,Q9BYD1
Q14197,P52815
Q14197,Q8TCS8
Q14197,Q92552
Q14197,P05091
Q14197,P23786
Q14197,P24539
Q14197,Q9BUE6
Q14197,Q8IXM3
Q14197,P19367
Q14197,Q16795
Q14197,Q8TAE8
Q14197,P06576
Q14197,P38646
Q14197,Q96I51
Q14197,O75439
Q14197,Q53H12
Q14197,Q7Z6M4
Q14197,P42704
Q14197,Q96CB9
Q14197,Q7Z2W9
Q14197,P82932
Q14197,Q96HS1-2
Q14197,Q9UJS0
Q14197,Q9NP92
Q14197,P82921
Q14197,Q9BW92
Q14197,Q9H845
Q14197,P30837
Q14197,Q9BT17
Q14197,Q96CW1
Q14197,P49411
Q14197,Q9BYN8
Q14197,P42126
Q14197,P23378
Q14197,Q9NX20
Q14197,Q9UJZ1
Q14197,P23368
Q14197,Q9HD33
Q14197,Q9Y277
Q14197,Q9BYD2
Q14197,Q5JTZ9
Q14197,P05141
Q14197,O75964
Q14197,Q9H0U6
Q14197,Q9P0M9
Q14197,Q9BYD3
Q14197,Q9Y606
Q14197,P09001
Q14197,Q9P2R7
Q14197,Q9HCE1
Q14197,P40939
Q14197,P05166
Q14197,P54886
Q14197,Q9HC36
Q14197,P46199
Q14197,Q8N983
Q14197,P13073
Q14197,Q9Y2Z4
Q14197,Q96BP2
Q14197,P04181
Q14197,Q9Y2R5
Q14197,P36542
Q14197,Q07021
Q14197,Q8NI60
Q14197,Q9BZE1
Q14197,P49748
Q14197,Q00325-2
Q14197,Q9H9J2
Q14197,Q8NC60
Q14197,P09001
Q14197,P51398
Q9BYC9,P51398
Q9BYC9,P09001
Q9BYC9,Q14197
Q14197,P09001
Q14197,P52815
Q14197,P51398
O15357,O60504-1
O60504-1,O15357
O15357,O60504
Q7Z460,Q96R06
Q7Z460,O60333
Q96R06,Q7Z460
O60333,Q7Z460
Q7Z460,O60333
Q7Z460,Q96R06
Q7Z460,Q86SQ0
O60216,Q9NP77
Q9NP77,Q14683
Q9NP77,Q9UQE7
Q9NP77,O60216
Q9NP77,Q8N3U4
Q9NP77,Q9UQE7
Q9NP77,O60216
Q9NP77,Q14683
Q9NP77,Q8N3U4
O60216,Q9NP77
O60216,Q8N3U4
O60216,Q9UQE7
O60216,Q14683
O60216,Q9UQE7
O60216,Q9NP77
Q9NP77,Q8N3U4
Q9NP77,O60216
O60216,Q9NP77
Q9NP77,O60216
Q9NP77,Q8N3U4
O60216,Q9NP77
O14641,Q155Q3
Q155Q3,O14641
Q155Q3,P53350
Q9UQ84,Q99708
Q99708,Q9UQ84
P49959,Q99708
Q9UQ84,Q99708
Q9UQ84,P16104
Q9UQ84,P15927
P04629,P04629
P04629,P04629
P12643,Q96NZ8
P12645,Q96NZ8
Q96NZ8,P34820
P36894,P12643
Q13705,O95390
Q8TEU8,P01137
P12643,Q8TEU8
P12645,Q8TEU8
P36894,P12644
Q8TEU8,P34820
P01137,P37173
Q13642-2,P62714
Q13642-2,P62714
Q13642-2,P62714
P50570,Q96B97
P50570,Q96B97
Q96B97,P50570
Q96B97,P50570
Q96B97,P50570
P51149,Q96B97
P51149,P50570
Q96B97,P22681
P51149,Q96B97
P51149,P50570
P06703,P52292
P52292,P29034
P52292,P29034
P52292,P29034
P06703,P52292
P52292,P29034
P52292,P06748
P52292,P06703
P52292,P29034
P01106,Q9Y6K9
Q9Y6K9,P01106
P01106,Q9Y6K9
Q05193,Q05193
Q05193,Q05193
P14635,P61086
P14635,P61086
O14757,O00255
O00255,O14757
P00736,P00736
P43250,P43250
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P22681,P08581
P08581,P22681
P22681,P08581
P08581,P22681
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P05067,P05067
P01100,P05412
P05412,P01100
P05412,P01100
P01100,P05412
P01100,P05412
P05412,P01100
P01100,P05412
P01100,P05412
P05412,P01100
P05412,P01100
P05412,P01100
P05412,P01100
Q92835,P25445
Q92835,P19438
O60880,Q13291
O60880,Q13291
P62993,P29353
P07766,P43403
P07766,P06239
P07766,P29353
Q96T51,P29320
Q96T51,P29320
P62993,P00533
P09619,P27986
P09619,P19174
P11362,P19174
P40763,P04626
P12931,P04626
P40763,P04626
P09619,P06241
P19174,P11362
P11362,P19174
O94830,P53618
O94830,Q5PXD5
Q14451,P04626
P02730,Q06124
P42224,P00533
P00533,P42224
P29350,P78314
P29350,P78314
Q86WV1,P06241
P62993,Q86WV1
P41240,Q03135
P36888,Q06124
Q06124,P36888
P14784,Q15464
P62993,P29353
P52630,P17181
P17181,P52630
O60880,Q13291
O60880,Q9UIB8
P26038,P43405
P43405,P26038
P12318,P43405
P12318,P43405
P46109,P49023
P46109,P49023
P06213,Q06124
P43403,P20963
P40763,P40763
Q06124,P35568
Q06124,P35568
P35568,Q06124
P18433,P62993
P06241,P41240
P29350,P32927
P29350,P19235
P20963,P43403
P43403,P20963
P20963,P43403
P43403,P20963
P20963,P43403
Q06124,P09619
P16234,P19174
P09619,P27986
P19174,P10721
P10721,P27986
P10721,O00459
P29353,P20963
P08069,P27986
O60880,Q13291
Q06124,P08069
P08069,P20936
P27986,P08069
P27986,P35568
P27986,P35568
P09619,P27986
P27986,P35568
P06241,P07333
P27986,P15391
P27986,P15391
P12931,P09619
P07947,P09619
P07947,P09619
P09619,P12931
P06241,P09619
P07332,P07332
Q06124,P09619
P09619,P16333
P09619,P27986
P35968,P19174
P33151,P12931
P29376,P27986
P52799,O43639
P52799,O43639
P52799,O43639
P52799,O43639
P29353,P62993
P07766,P43403
P43405,P07766
P07766,P43405
P07766,P43403
P07766,P43405
P07766,P43405
P00533,P27986
P16410,P27986
P10747,P27986
Q06124,P16284
Q14451,P04626
P06127,P27986
P06127,P27986
P62993,P09619
P62993,P09619
P19174,P00533
P56945,P06241
P06241,P56945
P17181,P42224
P17181,P52630
P42224,P17181
P48551,P42224
P48551,P52630
P42224,P48551
P52630,P48551
P15498,P43403
P27986,P09619
P11274,P62993
P11274,P62993
P27986,P22681
P12931,P16284
P16284,P12931
P09619,Q06124
P32927,P29350
P32927,Q06124
P42224,P15260
P15260,P42224
P11274,P62993
P29353,P62993
P62993,P30530
P30530,P19174
P30530,P27986
P30530,P62993
P27986,P30530
P30530,P19174
P62993,P30530
P11274,P62993
P09619,Q06124
P43403,P20963
P20963,P43403
P27986,P04629
P04629,P29353
P27986,P04629
P29353,P04629
P11362,P19174
P22681,P15498
P16410,P27986
P27986,P09619
P27986,P35568
P09619,P20936
P04629,P19174
P19174,P04629
P06239,P43405
P43405,P06239
P43405,P06239
P43405,P06239
P43405,P06239
P06239,P43405
P30273,P43405
P46109,P42229
P42229,P46109
Q06124,P08069
Q06124,P08069
P20963,P43403
P20963,P43403
P43403,P20963
P43403,P20963
Q99062,P40763
Q99062,P40763
Q99062,P40763
Q99062,P40763
P46108,P22681
P46108,P22681
P46108,P22681
P29353,P62993
Q14451,P09619
P09619,Q14451
Q14451,P09619
P09619,Q14451
Q06124,P09619
Q99665,Q14765
P24394,P42226
P42226,P24394
P29350,P24394
P62993,P11274
P27986,P16410
P09619,P27986
P32927,Q06124
O14492,P09619
P62993,P11274
Q13588,P11274
P29353,Q13588
P62993,P29353
P43628,P29350
P43628,P29350
P31994,P29350
P08069,P27986
P17181,P52630
P42224,P42224
P42224,P52630
P42224,P52630
P52630,P52630
P42224,P42224
P42224,P52630
P42224,P52630
P52630,P52630
P42224,P42224
P52630,P42224
P52630,P42224
P52630,P52630
P51692,P06213
Q13094,P15498
Q13094,P15498
P17181,P52630
P22681,P46108
P46109,P22681
P07949,P19174
O43561,P19174
O43561,P19174
P62993,O43561
O43561,P62993
P43628,P29350
P43628,Q06124
P20963,P43403
P43628,Q06124
P43628,P29350
P43403,P20963
P43628,Q06124
P43628,P29350
P20963,P43403
P43628,Q06124
P43628,P29350
P43403,P20963
P43405,P07766
P43405,P07766
P19174,P43405
P19174,P43405
P43405,P19174
P43405,P19174
intact:EBI-9825772,P15260
intact:EBI-9825772,P40189
intact:EBI-9825772,P42224
intact:EBI-9825772,P15260
intact:EBI-9825772,P40189
intact:EBI-9825772,P40763
intact:EBI-9825772,P42224
intact:EBI-9825772,P40189
intact:EBI-9825772,P40763
intact:EBI-9825772,P42224
P15260,P42224
P40189,P42224
P42224,P40763
P29353,P62993
P09619,P27986
P09619,P27986
Q13094,P15498
Q13094,P15498
P15498,Q13094
P15498,Q13094
P43626,P29350
P43626,P29350
P43626,P29350
P43626,P29350
P43628,P29350
P43628,P29350
P43628,P29350
P43628,P29350
Q9NRF2,P06213
P06213,Q9NRF2
Q9NRF2,P06213
P06213,Q9NRF2
Q9NRF2,P06213
Q9NRF2,P06213
Q13239,P09619
Q13239,P09619
P09619,Q13239
P09619,Q13239
P43626,P27986
P43626,Q06124
P43626,P27986
P43626,Q06124
O60880,Q13291
O60880,Q13291
P29350,P16284
P16284,Q06124
Q06124,P16284
P16284,P29350
P29350,P16284
Q06124,P16284
Q06124,P16284
P16284,P29350
P19174,P30556
Q14451,P21860
P21860,Q14451
P46108,P16234
P16234,P46109
P16234,P46108
P16234,P46109
P29350,P31994
P06127,P20936
P42224,P42224
Q8WU20,Q06124
Q06124,Q8WU20
P05106,Q06124
P43403,P06239
P46108,P11362
P27986,P06213
P12931,Q14289
P35968,Q15464
Q92835,P19235
O15117,Q13094
O15117,Q13094
Q9UQC2,Q06124
Q9NYY3,Q9HC77
Q9NYY3,Q9HC77
Q9HC77,O00444
Q9NYY3,Q9HC77
O43303,Q9HC77
Q9HC77,Q66GS9
Q9GZV5,Q07157
Q9GZV5,Q9UDY2
P40855,O96011
P40855,P28328
Q9Y5Y5,P40855
P40855,Q92968
Q7Z412,P40855
P40855,P28328
P40855,P40855
P33897,P40855
P40855,Q7Z412
P40855,O96011
P28328,P40855
P40855,Q92968
Q92968,P40855
Q9Y5Y5,P40855
P40855,Q9Y5Y5
Q7Z412,P40855
P40855,P33897
P33897,P40855
Q7Z412,P40855
P40855,Q7Z412
P40855,Q7Z412
P40855,Q92968
Q92968,P40855
Q92968,P40855
Q92968,P40855
P40855,Q92968
Q92968,P40855
P40855,Q92968
P40855,O96011
O96011,P40855
P40855,O96011
O96011,P40855
O96011,P40855
O75381,P22307
Q13094,P16333
Q13094,P16333
P16333,Q13094
Q13094,P16333
Q13094,P16333
P16333,Q13094
P16333,Q13094
P16333,Q13094
Q13094,P16333
P16333,Q13094
P12004,P04075
P12004,P04075
P12004,P60174
P12004,P60174
P12004,P04406
P12004,P06733
P12004,P04406
P00558,P12004
P12004,P18669
P18669,P12004
P12004,P08865
P12004,P06733
P12004,P30041
P00918,P12004
P12004,P62937
P12004,P07355
P08729,P12004
P12004,P40926
P12004,P68104
P12004,P06733
P04406,P12004
P12004,P04075
P53350,Q13153
O75147,Q8WZ42
Q5VST9,Q8WZ42
O75147,Q8WZ42
Q8WZ42,O75147
Q5VST9,Q8WZ42
Q8WZ42,O75147
Q8WZ42,O75147
Q8WZ42,O75147
Q8WZ42,O75147
Q5VST9,Q8WZ42
O75147,Q8WZ42
Q5VST9,Q8WZ42
Q5VST9,Q8WZ42
Q5VST9,Q8WZ42
Q5VST9,Q8WZ42
P62993,O75674
O60784,O75674
O75674,O60784
Q00610,O75674
Q00610,O75674
Q00610,O75674
Q00610,O75674
Q07912,Q00610
O75674,P00533
Q15075,O75674
P00533,O75674
P00533,O75674
P00533,O75674
P62993,O75674
O75674,P00533
O75674,P00533
Q13541,P06730
Q9UQC2,Q06124
P10747,P27986
O75791,P10747
P10747,P27986
O75791,P10747
O60880,Q99704
O60880,Q99704
P06241,Q14289
Q14289,P06241
P19235,O14543
P20936,Q03135
Q06124,Q99704
O60674,Q9NRF2
P12931,Q14289
O14492,P22681
O14492,O60674
O60674,Q9NRF2
Q9NWQ8,P40763
Q9NWQ8,P41240
Q9NWQ8,P07948
P07948,Q9NWQ8
Q9NWQ8,P07948
Q9NWQ8,P06239
Q9NWQ8,P41240
Q9NWQ8,P12931
Q9NWQ8,P40763
P07948,Q9NWQ8
Q9NWQ8,P40763
Q9NWQ8,P12931
Q9NWQ8,P46108
Q9NWQ8,P07948
P07948,P40763
P07948,Q9NWQ8
P06239,P40763
P06239,P07948
P12931,P40763
P12931,P07948
P07948,Q9NWQ8
Q9NWQ8,P40763
Q9NWQ8,P07948
P07948,Q9NWQ8
Q9NWQ8,P40763
Q9NWQ8,P07948
P07948,Q9NWQ8
Q9NWQ8,P40763
Q9NWQ8,P07948
P07948,Q9NWQ8
Q9NWQ8,P40763
Q9NWQ8,P07948
P78314,Q9BZW8
O14543,P20936
P20936,O14543
P48357,Q06124
Q14289,P42679
P42679,Q14289
P42679,P04626
Q96LC7,P29350
P35968,P29353
P00519,P46108
P00533,P52735
P29353,P00533
P10747,P27986
P27986,P10747
P10747,P62993
Q05397,P62993
P17948,P27986
P17948,P27986
P09619,P06241
P00533,P29353
P00533,P29353
P10747,P27986
P27986,P10747
P07550,P62993
P24394,P42226
Q14289,P12931
P09564,P27986
P27986,P25963
P25963,P27986
P27986,P10747
P54762,P16333
P04626,P41240
P00533,P29350
P62993,Q14289
P48357,Q06124
P42226,P24394
Q9UPW6,Q9H3D4
Q9UPW6,Q9H3D4
Q9UPW6,Q9H3D4-2
Q9UPW6,Q9H3D4-2
Q9UPW6,Q9H3D4-2
Q9UPW6,Q9H3D4-2
Q9UPW6,Q9H3D4-1
Q9UPW6,Q9H3D4-2
P02745,P02746
P02745,P02747
P02745,Q07954
Q15485,Q07954
P11226,Q07954
Q07954,P11226
Q15485,Q07954
Q07954,P11226
P11226,Q07954
Q07954,P11226
Q08499-2,P17612
Q08499-2,Q9HBX9
Q08499-2,P24588
Q08499-2,P32121
Q9HBX9,P17612
Q9HBX9,Q08499-2
Q9HBX9,P32121
Q9HBX9,P24588
Q9HBX9,P17612
Q9HBX9,Q08499-2
Q9HBX9,P32121
Q9HBX9,P24588
P62280,P25398
P62280,P62263
P62280,P62249
P62280,P08708
P62280,P39019
P62280,P60866
P62280,P63220
P62280,P62851
P62280,P62854
P62280,P62857
P62280,P62273
P39019,P62241
P62263,P62249
P62263,P39019
P62263,P62857
P62263,P62273
P62277,P39019
P62277,P62241
P12644,Q96NZ8
Q8TEU8,P12644
Q96NZ8,P01137
O75478,Q92830
O75478,Q15648
P09874,Q8N2W9
P09874,P63165
P09874,P61956
P09874,P0CG48
P63165,P09874
Q8N2W9,P09874
Q8N2W9,P09874
P09874,Q8N2W9
P09874,P78317
O75928-2,P09874
P09874,Q8N2W9
O00255,Q8N2W9
P12956,Q8N2W9
P13010,Q8N2W9
Q8N2W9,O14744
P09874,P0CG48
O14522,O14522
P0C0S5,O43257
O43257,P0C0S5
O43257,Q9GZN1
O43257,P0C0S5
P0C0S5,Q9GZN1
O43257,Q9GZN1
Q13133,Q15788
Q13133,Q15788
Q15788,Q13133
Q13133,Q15788
Q13133,P19793
Q13133,Q15788
Q13133,P19793
Q13133,Q15788
Q13133,P19793
Q13133,Q15788
Q13133,Q15788
Q13133,P19793
Q13133,P19793
Q13133,Q15788
Q15788,P19793
Q15788,Q13133
Q13133,P19793
Q13133,Q15788
P19793,Q15788
Q15788,Q13133
P19793,Q15788
P19793,Q15788
Q13133,Q15788
Q15788,Q13133
Q8TEJ3,P0CG48
P0CG48,Q7Z6J0
Q8TEJ3,P63000
Q8TEJ3,P63000
Q8TEJ3,P63000
Q8TEJ3,P63000
Q8TEJ3,P63000
Q7Z6J0,P63000
Q8TEJ3,P63000
Q13177,Q07912
P63000,Q13177
P54274,O95271
P54274,O95271
P54274,O95271
O95271,O95271
Q16665,Q9GZT9
Q9NYZ3,P23258
Q9NYZ3,P53350
Q9NYZ3,P53350
P53350,Q9NYZ3
P53350,Q9NYZ3
Q9NYZ3,P53350
Q9NYZ3,P53350
P00533,P52294
P62158,O95259
P62158,O95259
Q9NQT5,Q8TF46
Q9NQT5,Q06265
Q9NQT5,Q96B26
Q9NQT5,Q5RKV6
Q9NQT5,Q15024
Q9NQT5,Q9Y3B2
Q9NQT5,Q13868
Q9NQT5,Q99547
Q9NQT5,Q9NQT4
Q9NQT5,Q9NPD3
Q9NQT5,Q01780
Q8TF46-1,Q13868
Q13868,Q8TF46-1
Q9Y2L1,Q9NQT5
Q8TDN4,Q00535
Q8TDN4,Q00535
Q8TDN4,Q9H3D4-1
Q9H3D4-1,Q8TDN4
Q8TDN4,Q9H3D4-1
Q8TDN4,Q9H3D4-1
Q9H3D4-1,Q8TDN4
Q9H3D4-1,Q8TDN4
Q9H3D4-1,Q8TDN4
P53350,O75914
Q9NRG1,Q9NRG1
Q99758,Q9UQV4
Q99758,Q9UQV4
Q99758,P27824
Q99758,Q9UQV4
Q9Y2U5,Q9UNE7
Q9Y2U5,Q9UNE7
Q9UNE7,Q9Y2U5
Q9UNE7,Q9Y2U5
Q9Y2U5,Q9UNE7
Q9Y2U5,P0CG48
Q9UNE7,Q9Y2U5
Q9UNE7,Q9Y2U5
Q9Y2U5,Q9UNE7
Q9UNE7,Q9Y2U5
P31946,Q8WYL5
P30307,P62258
P63104,P05783
P27348,Q8WYL5
P63104,Q8WYL5
Q00613,P62258
Q04912,P27348
Q86VP3,P63104
Q04912,P63104
P08069,P31946
Q13164,P31946
Q7KZI7,Q04917
Q7KZI7,Q04917
P04049,P63104
P04049,P63104
P63104,P07359
Q04917,P07359
P31946,P07359
P62258,P07359
P07359,P27348
P61981,P07359
P63104,P98177
P63104,P98177
P63104,P32927
P31946,P55040
P31946,P55040
P55040,P31946
O14558,P61981
P78362,P31946
P04049,P31946
Q96PX8,P31946
P63104,Q92974
P61981,O43896
P63104,Q92934
Q14934,P27348
Q14934,P27348
P27348,P22681
Q8WYL5,P31946
Q8WYL5,P31946
Q6R327,P63104
P31946,P35232
Q16890,P31947
P35222,P63104
P63104,P68431
P68431,P62258
P07101,P63104
P07101,P61981
P62258,Q00613
P63104,Q13094
Q53ET0,P31946
P63104,P07359
P63104,P27986
P31946,P56524
P46527,P27348
Q13105,Q04917
Q13105,Q04917
Q9H8N7,P31946
Q9H8N7,P31946
P30305,P63104
P31947,Q00987
Q16613,P63104
Q16613,P63104
P10636,P27348
Q96PU5,Q04917
P31946,Q12802
P31946,P22681
P62258,O75376
Q04917,Q99683
P04637,P61981
P04637,P61981
Q9UQB8,P63104
P10398,P63104
Q9UQB8,P63104
P63104,Q86UR1
P63104,Q86UR1
O95382,P61981
Q99683,P61981
P62258,Q6R327
Q9Y3M2,P63104
Q9Y6J0,P27348
Q9UQL6,P31947
Q9UQL6,P31947
O15553,P27348
O15553,P27348
P56524,P63104
P62258,P08151
P62258,P10071
P10275,Q04917
P31947,P31749
Q92934,P31947
Q8IWU9,P62258
P46937,P31946
P63104,P54253
P20020,P62258
Q16720,P62258
P31946,P46937
P62258,P56524
P56524,P61981
P56524,Q04917
P27348,P56524
P63104,P10398
P63104,P04049
Q9NS23,P31947
P63104,O14974
P07101,P63104
P63104,Q9NX09
P62258,Q9GZV5
P63104,Q12778
P63104,Q12778
Q9GZV5,P62258
O75582,P63104
P51532,P63104
P62258,P23634
Q01814,P62258
P46527,P27348
P49796,P63104
P49796,P27348
P31946,P49815
P31946,Q99759
P31947,Q92934
P63104,Q8WUI4
P21802,P63104
P62258,O15151
P62258,O15151
P63104,P68431
Q96B36,P31946
P49796,P63104
Q14247,P31946
P63104,P68431
P56524,P62258
P56524,P63104
P61981,P56524
P63104,Q02241
Q02241,P61981
Q92934,P63104
P62258,Q9Y3M2
P63104,Q9Y3M2
P27348,Q15717
P62258,Q99759
Q99759,Q15172
Q14738,Q99759
Q99759,P28482
P27361,Q99759
P46527,P11309-1
O43524,P11309-1
P46527,P11309-1
O43524,P11309-1
P63104,P22681
P22681,P31946
P61981,P22681
P22681,Q04917
P62258,P22681
P22681,P27348
P31947,P22681
P27348,P04049
P04049,Q04917
P04049,P31946
P63104,P04049
P04049,P62258
P04049,P31947
P61981,P04049
P22681,P27348
Q99683,P63104
P31946,Q13813
P23945,P27348
P51784,P35227
P35226,P51784
P35226,Q93009
Q93009,P35227
P35227,Q93009
P51784,P35227
Q93009,P35226
P35226,P51784
Q9HC52,P51784
Q93009,Q9HC52
Q93009,Q99496
Q93009,Q06587
P51784,Q06587
P51784,Q99496
Q06587,P51784
Q06587,Q93009
Q9HC52,Q93009
Q9HC52,P51784
Q99496,Q93009
Q99496,P51784
P35226,Q93009
P35226,P51784
Q93009,P35226
Q93009,Q9HC52
Q93009,P51784
P35227,Q93009
P35227,P51784
P51784,Q9HC52
Q06587,Q93009
P51784,Q06587
Q9HC52,Q93009
Q99496,Q93009
P51784,Q99496
Q93009,O95931
P51784,O95931
O95503,P51784
O95503,Q93009
O00257,Q93009
O00257,P51784
Q93009,Q14781
P51784,Q14781
P35226,Q9HC52
P35226,P35227
P35226,Q06587
P35226,P20226
P35226,P51784
P35226,Q93009
Q93009,Q9HC52
Q9HC52,P51784
P51784,P35227
Q93009,Q9HC52
P35226,P51784
P35227,Q93009
Q93009,P35226
P51784,Q06587
Q93009,Q06587
P51784,Q99496
Q93009,Q99496
P35226,O95503
P35226,O00257
P35226,Q9HC52
P35226,Q06587
P35226,P62805
P35226,Q8NDX5
P35226,Q99496
P35226,P51784
P35226,O76075
P35226,Q8IY57
P35226,Q14781
P35226,P78364
P35226,Q8IXK0
P35226,Q8N488
P35226,Q9ULT8
P35227,O00257
P35227,P0CG48
P35227,Q06587
P35227,Q14781
P35227,Q99496
P35227,P51784
P35227,Q8IY57
P35227,Q8NDX5
P35227,Q8IXK0
P35227,Q9HC52
P35227,P78364
P35227,Q93009
P35226,O95931
P35226,Q9HC52
P35226,P35227
P35226,P51784
P35226,Q93009
Q9HC52,Q93009
Q9HC52,P20226
Q9HC52,P51784
Q9HC52,P35226
P0CG48,P35227
Q06587,P0CG48
P35226,P0CG48
P31946,Q96TC7
Q96TC7,P61981
P62258,Q13671
P61981,P04637
P61981,P04637
P04637,P62258
P61981,O14757
O14757,P61981
P61981,O14757
P61981,O14757
P61981,O14757
P31946,O14757
O14757,P61981
P61981,O14757
O14757,P63104
P61981,P61981
O14757,Q8WXE1
P15927,O14757
P04049,P63104
P15144,P31947
Q9HC77,P61981
P63104,Q9UK53
Q9UK53,Q04917
Q9UK53,P31946
P61981,Q9UK53
P62258,Q9UK53
Q9UK53,P27348
P31947,Q9UK53
P49815,P63104
P49815,P63104
P63104,Q00536
P30305,P61981
P31946,P30305
Q04917,P30305
P30305,P63104
P30305,P31947
P63104,P49815
P04049,P63104
P31946,P19634
P10636,P63104
P31947,P56524
P31947,P56524
P62258,Q99759
P63104,O75030
P29353,P63104
Q04917,Q96B36
P31946,Q13309
P30304,P27348
P31946,P49815
P27348,Q9UBF8
P27348,P04049
P31946,P04049
P27348,P22681
P27348,P22681
P31946,P04049
P04049,P63104
P31946,P26045
P31946,P26045
P63104,P04049
P04049,P31946
P63104,P04049
P63104,P30305
P63104,P04049
P22681,P27348
P35222,Q9Y297
Q9Y297,P35222
Q9H8E8,Q8IYH5
Q9H8E8,Q96ES7
Q9H8E8,Q92830
O75478,Q96ES7
O75478,Q92830
O75478,Q8IYH5
O75478,Q8IYH5
O75478,Q92830
Q8IYH5,Q96ES7
Q8IYH5,Q92830
Q8IYH5,Q92830
Q13330,Q92769
Q13191,P46109
P46109,Q13191
O43597,P22681
Q5SQ64,P62993
Q5SQ64,Q14451
Q5SQ64,P62993
Q5SQ64,Q14451
Q5SQ64,P62993
Q06124,Q13480
Q13480,Q06124
P46108,P10721
P29350,P20138
P20138,Q06124
P20138,P29350
P20138,Q06124
Q9Y3P8,Q06124
Q9Y3P8,Q06124
P00533,P62993
P16333,Q13094
P16333,Q13094
P00533,P62993
P62993,P00533
Q9UIB8,O14796
Q9UIB8,O14796
O60880,Q9UIB8
P15498,Q13094
Q13094,P15498
P09619,P27986
P20936,P09619
P27986,P09619
P27986,P09619
P09619,O00459
P27986,P09619
P27986,P09619
P20936,P09619
P10721,P27986
P19174,P09619
P09619,P19174
Q14451,P10721
P10721,P62993
P10721,P62993
P15311,P27986
P27986,P15498
P15498,P06239
P06239,P15498
P27986,P15498
P31994,P07948
Q06124,P31994
P31994,P29353
Q92835,P31994
Q99665,O14543
O15117,P06241
P35568,P27986
Q99665,Q14765
O60674,O14543
O15524,O60674
Q7Z6A9,P29350
Q06124,Q7Z6A9
Q7Z6A9,Q06124
Q7Z6A9,P29350
P29353,Q02763
P29353,Q02763
O60880,Q13291
Q13322,P09619
Q7Z698,P22681
Q7Z698,P22681
P27986,P29350
P29350,P27986
P12931,P56945
O14796,Q13291
O60880,Q13291
P03372,P12931
P20138,P29350
P20138,P29350
P20138,P29350
P40763,P00533
P40763,P00533
Q13094,O15117
O15117,Q13094
P14784,P42229
P14784,P51692
Q13882,Q13882
O95297,Q06124
O95297,Q06124
P18433,P12931
P43403,P20963
P43403,P20963
Q06124,P16284
Q06124,P16284
P09619,P46108
P16234,P46108
P20963,P43403
P09619,P27986
P43403,P20963
P09619,P27986
Q6GTX8,P29350
Q6GTX8,P29350
Q6GTX8,P29350
Q6GTX8,P29350
P29350,Q15116
Q15116,Q06124
Q9NWQ8,P41240
P19174,O43561
P27986,O43561
P62993,O43561
P62993,O43561
O43561,P27986
O43561,P19174
O43561,P27986
P27986,O43561
P62993,O43561
O43561,P62993
P62993,P11274
Q8NHL6,P41240
P41240,Q8NHL6
P29353,P37173
Q8TDQ1,P29350
P27986,Q13480
Q13480,P27986
P27986,Q13480
Q13480,P27986
P27986,Q13480
P27986,Q13480
P09619,O43639
P09619,P19174
P09619,P22681
P78314,P06239
Q9NP31,P55072
P52799,O43639
P52799,O43639
P52799,O43639
P15260,P42224
P23743,P12931
P23743,P12931
P43403,P20963
P20963,P43403
Q9UKW4,Q9UM73
Q9NWQ8,P06241
P06241,Q9NWQ8
Q9NWQ8,P06241
P06241,Q9NWQ8
Q13291,Q92835
Q06124,Q13291
Q92835,Q13291
Q06124,Q13291
P46108,O14654
O14654,P46108
P46108,O14654
O14654,P46108
O14654,P46108
P46108,O14654
P46108,O14654
O14654,P46108
P27986,P27986
P27986,P35568
O60880,Q13291
P78314,P15498
P78314,P16885
P78314,P52735
P19174,P78314
P27986,P35568
P27986,P35568
P27986,P35568
O43559,Q06124
Q06124,O43559
P11362,P27986
P11362,P27986
P27986,P11362
P27986,P11362
Q13480,Q06124
O60880,Q13291
O60880,Q13291
P43403,P46108
P07949,P40763
P40763,P07949
O95866,P29350
O95866,Q06124
Q6GTX8,P41240
Q99683,O15524
