V1,V2
O00716,Q8IXI2
O00716,P35251
O00716,P35251
O00716,Q8IXI1
O00716,Q9Y6V0
O00716,Q6P9B9
O00716,Q8IZF2
O00716,Q9HCL2
O00716,P43304
O00716,O15427
O00716,Q14739
O00716,Q9NQB0
O00716,Q7Z460
O00716,Q03701
O00716,Q92830
O00716,P05141
O00716,Q9H6R0
O00716,P51153
O00716,P16615
O00716,Q00325
O00716,Q9Y3T9
O00716,Q9NZ01
O00716,Q96JM7
O00716,Q00325
O00716,Q96RE9
O00716,Q92830
O00716,P05141
O00716,O75152
O00716,P52948
O00716,Q9BQG0
O00716,P13010
O00716,P23396
O00716,Q00325
O00716,P61619
O00716,Q9NUQ2
O00716,Q9UM54
O00716,P29218
O00716,Q92621
O00716,Q68E01
O00716,P05141
O00716,Q14980
O00716,O14776
O00716,P13010
O00716,P16615
O00716,O00767
O00716,Q9UM54
O00716,P78527
O00716,Q9BQG0
O00716,P68104
O00716,P35222
O00716,P52701
O00716,P16615
O00716,Q14980
O00716,P13010
O00716,P35222
O00716,Q9BQC6
O00716,P02545
O00716,P78527
O00716,Q9UM54
O00716,Q96JM7
O00716,Q9BPX3
O00716,Q00325
O00716,Q9UQ13
O00716,Q92621
O00716,O60341
O00716,P29218
O00716,Q08211
O00716,Q16206
O00716,Q9Y3T9
O00716,P78527
O00716,Q9H0A0
O00716,O00767
O00716,P13010
O00716,P06400
O00716,P68104
O00716,P35221
O00716,P19338
O00716,P40939
O00716,P29218
O00716,Q92871
O00716,Q9H1K0
O00716,P02768
O00716,O43795
O00716,Q9UL03
O00716,P05023
O00716,Q15029
O00716,Q13263
O00716,Q7Z460
O00716,Q14527
O00716,P29218
O00716,P78527
O00716,P50416
O00716,Q9UH99
O00716,Q9H0A0
O00716,P16615
O00716,Q9UHJ3
O00716,P05141
O00716,P19338
O00716,P02533
O00716,P43246
O00716,P17066
O00716,Q9NR30
O00716,P29218
O00716,P09874
O00716,Q13263
O00716,P50416
O00716,Q14527
O00716,Q00325
O00716,Q7Z460
O00716,P16615
O00716,P38646
O00716,Q00325
O00716,Q9BX10
O00716,P02768
O00716,P29218
O00716,Q9Y3T9
O00716,Q9Y4W6
O00716,P29218
O00716,P11021
O00716,P22105
O00716,P78527
O00716,Q9BQG0
O00716,P12235
O00716,P29218
O00716,P12956
O00716,Q92621
O00716,Q9UM47
O00716,Q9NRZ9
O00716,Q9Y3X0
O00716,P29218
O00716,P12235
O00716,P11021
O00716,Q9BQG0
O00716,Q96RE9
O00716,P29218
O00716,P78527
O00716,Q9Y4A5
O00716,Q9H0A0
O00716,P12956
O00716,Q92621
O00716,P46977
O00716,Q9UQR1
O00716,P42704
O00716,Q6P1M0
O00716,Q9NXE4
O00716,P29218
O00716,Q9NVI7
O00716,P12236
O00716,P11166
O00716,Q9UBM7
O00716,P78527
O00716,Q9BQG0
O00716,P05141
O00716,P12235
O00716,P22105
O00716,Q9NR30
O00716,Q16891
O00716,O00767
O00716,Q9Y4A5
O00716,P12236
O00716,P02786
O00716,Q75T13
O00716,Q00325
O00716,Q92621
O00716,P43243
O00716,Q9NXE4
O00716,P42704
O00716,P05141
O00716,P29218
O00716,P11166
O00716,Q16531
O00716,P12236
O00716,Q96RE9
O00716,P78527
O00716,Q9BQG0
O00716,P36406
O00716,P02786
O00716,Q9Y4A5
O00716,P04264
O00716,O75132
O00716,P78527
O00716,Q9UQ13
O00716,P16219
O00716,Q00839
O00716,P62987
O00716,Q8WYP5
O00716,Q8N1F7
O00716,Q75T13
O00716,P78527
O00716,P09923
O00716,P28370
O00716,Q75T13
O00716,P05141
O00716,P11166
O00716,O43823
O00716,P12236
O00716,P54098
O00716,P05141
O00716,P78527
O00716,P78527
O00716,P08047
O00716,P05141
P27824,P43307
P27824,P61619
P27824,P30050
P61619,P27824
P27824,P30050
P43307,P27824
P61619,P43307
P61619,P27824
P27824,P43307
P27824,P30050
P27824,P43307
P12931,P30530
Q01094,O14744
O14744,Q01094
Q01094,O14744
Q01094,Q14186
O14744,Q01094
O14744,Q01094
Q01094,O14744
Q01094,O14744
Q01094,Q14186
Q01094,O14744
Q9Y691,Q12791
P11717,P11717
P11717,P11717
P11717,P11717
P11717,P11717
Q9UJM3,O14757
Q9UJM3,O14757
Q6E0U4,P11021
Q6E0U4,P11021
Q6E0U4,P11021
O75581,P98082
P98082,O75581
O75581,P98082
P98082,O75581
O75581,P98082
O75581,P98082
P98082,O75581
O75581,P98082
P98082,O75581
P98082,O75581
O75581,P98082
O75581,P98082
P98082,O75581
P98082,O75581
O75581,P98082
P98082,O75581
O75581,P98082
O75581,P98082
P98082,O75581
P98082,O75581
P35222,Q9GZV5
Q13586,P23634
O14727,P62258
O14727,P62258
Q92831,P63241
Q13619,Q9Y4B6
Q13619,Q16531
Q13619,P62877
Q9Y4B6,Q16531
Q16531,Q9Y4B6
P51587,Q9NTI5
Q9NTI5,P51587
P51587,Q9NTI5
P51587,Q06609
P51587,Q9NTI5
P51587,Q06609
Q86YC2,P51587
P51587,Q9NTI5
P51587,Q06609
P51587,Q86YC2
Q06609,P51587
Q9NTI5,P51587
Q9NTI5,P51587
Q9NTI5,P51587
P51587,Q9NTI5
P51587,Q9NTI5
P51587,Q9NTI5
Q9NTI5,P51587
P51587,Q86YC2
P51587,Q06609
P51587,Q9NTI5
P51587,Q9NTI5
P51587,Q06609
Q9NTI5,P51587
Q9NTI5,Q06609
Q9NTI5,Q86YC2
Q9NTI5,P51587
Q9NTI5,O75419
Q9NTI5,O60216
Q9NTI5,Q9UQE7
Q9NTI5,P12004
Q9NTI5,P51587
P51587,P12004
P51587,Q9NTI5
P51587,Q9UQE7
P51587,O60216
P51587,O75419
Q9NTI5,P51587
Q9NTI5,P51587
Q9NTI5,P51587
P51587,Q9NTI5
P51587,Q9NTI5
P51587,Q9NTI5
Q9NTI5,P51587
Q9NTI5,P51587
P60896,P51587
P63165,O75475
P63165,O75475
O75475,P63165
P63165,O75475
P04637,Q00987
P04637,O95376
P04637,Q00987
Q00987,O95376
Q00987,P04637
P04637,O95376
Q00987,O95376
P04637,Q00987
P04637,Q00987
P04637,O95376
P04637,O95376
Q9UI95,Q9UBZ9
Q9UI95,O60673
Q9UI95,Q9Y253
Q9UI95,Q9UBZ9
Q9UI95,O60673
Q9UBZ9,Q9Y253
Q9UI95,Q9UBZ9
Q9UI95,O60673
O60673,Q9UI95
Q9UI95,Q9UBZ9
Q9UI95,O60673
P42858,O00291
Q7Z6J6,P35222
P14923,Q7Z6J6
O60716,Q7Z6J6
Q7Z6J6,O60716
Q7Z6J6,P12830
Q7Z6J6,O60716
Q96EZ8,Q9UER7
Q99683,Q96EZ8
Q96EZ8,Q99683
Q15843,P98170
Q15843,P55210
P05067,P05067
P05067,P05067
P05067,P05067
Q9BXL5,P06748
P06748,Q9BXL5
P06748,Q9BXL5
P06748,Q9BXL5
Q9BXL5,P06748
Q9BXL5,P06748
Q9BXL5,P17030
Q9BXL5,P06748
Q9BXL5,P22087
Q9BXL5,P17024
Q9BXL5,P51991
Q9BXL5,P17480
Q9BXL5,P08107
Q9BXL5,P23497
Q9BXL5,P25205
Q9BXL5,P41218
Q9BXL5,P22314
P15311,P07384
P15311,P07384
Q15276,O95259
P06276,P06276
Q13547,P40763
ensembl:ENSG00000187555,P40763
Q13547,ensembl:ENSG00000187555
Q9Y5Y6,Q16270
Q9UBN7,P25098
P25098,Q9UBN7
P35222,P46937
P46937,P35222
P46937,P35222
P46937,P35222
P46937,P35222
P46937,P35222
P35222,P46937
O00716,Q14191
O00716,P12235
O00716,P11166
O00716,Q00325
O00716,Q75T13
O00716,Q71UM5
O00716,Q8NF50
O00716,P05141
O00716,Q9UBX3
O00716,P11166
O00716,P05141
O00716,Q16891
O00716,P13010
O00716,P12235
O00716,P02768
O00716,P29218
O00716,P08047
O00716,Q8TAT6
O00716,P78527
O00716,P57088
O00716,P78527
O00716,P28331
O00716,Q96RE9
O00716,Q14978
O00716,P05141
O00716,P05141
O00716,P02768
O00716,P29218
O00716,P13010
O00716,P12235
O00716,P35527
O00716,P78527
O00716,Q8N1F7
O00716,Q96JM7
O00716,P05556
O00716,Q8WYP5
O00716,P05141
O00716,P12236
O00716,Q9UJV9
O00716,O00159
O00716,P05141
Q9GZX7,O60884
Q9GZX7,P31689
P31689,Q9GZX7
Q9GZX7,P31689
Q9GZX7,O60884
Q9GZX7,P31689
Q8WW22,Q9GZX7
Q9GZX7,P11142
P31689,Q9GZX7
Q9GZX7,P11142
Q9GZX7,O95816
Q9GZX7,P17987
Q9GZX7,P07900
Q9GZX7,O95433
Q9GZX7,P40227
Q9GZX7,P08238
Q9GZX7,O60884
Q9GZX7,Q96EY1
Q9GZX7,P31689
Q9GZX7,Q6IBT3
Q9GZX7,P50991
P61586,Q9BST9
Q6T424,P11021
Q6T424,Q53GZ6
Q6T424,P08107
Q6T424,O15381
Q6T424,Q13501
Q6T424,P08238
Q6T424,P11021
Q6T424,P08107
Q6T424,P11021
Q9H3P7,Q9UBF8
Q9H3P7,Q9UBF8
Q9H3P7,Q9UBF8
Q9UBF8,Q9H3P7
Q9H3P7,O43493
Q9BYM8,Q96EP0
Q9BYM8,Q96EP0
Q96EP0,Q9BYM8
Q9BYM8,Q96EP0
Q96EP0,Q9BYM8
Q96EP0,Q9BYM8
Q96EP0,Q9BYM8
Q9BYM8,Q96EP0
Q96EP0,Q9BYM8
Q96EP0,Q9BYM8
Q96EP0,Q9BYM8
Q9BYM8,Q96EP0
Q96EP0,Q9BYM8
Q96EP0,Q9BYM8
Q6PJG9,Q99873
Q6PJG9,O43639
Q6PJG9,Q9UBT7
Q6PJG9,Q04917
Q6PJG9,Q92499
Q6PJG9,Q9HD26
Q6PJG9,P63104
Q6PJG9,P67775
Q6PJG9,Q96L92
Q6PJG9,P49327
Q6PJG9,P27708
Q6PJG9,P38646
Q6PJG9,P62714
Q6PJG9,P31946
Q6PJG9,P27348
Q6PJG9,P46939
Q6PJG9,P62258
Q6PJG9,O75970
Q6PJG9,P61981
Q6PJG9,Q12923
Q6PJG9,P16333
Q6PJG9,P30153
Q6PJG9,P08107
Q6PJG9,P11142
Q6PJG9,Q8N3R9
Q6PJG9,P61981
Q6PJG9,P16333
Q6PJG9,P16333
Q6PJG9,P61981
Q6PJG9,P16333
Q6PJG9,P61981
Q6PJG9,P61981
Q6PJG9,P16333
Q6PJG9,P61981
Q6PJG9,P16333
Q6PJG9,P61981
Q6PJG9,P16333
Q6PJG9,P16333
Q6PJG9,P61981
Q6PJG9,P27348
Q6PJG9,Q04917
Q6PJG9,P62258
Q6PJG9,P63104
Q6PJG9,P61981
Q6PJG9,P61981
Q6PJG9,P16333
Q6PJG9,P63104
Q6PJG9,Q04917
Q6PJG9,P61981
Q6PJG9,P27348
Q6PJG9,P62258
Q96FW1,P04637
Q96FW1,P04637
Q96FW1,P04637
P51668,Q96FW1
P62837,Q96FW1
P61077,Q96FW1
P61077,Q96FW1
Q96FW1,P61077
P62837,Q96FW1
Q96FW1,P51668
Q96FW1,P62837
Q96FW1,P51668
Q00987,Q96FW1
Q96FW1,P04637
Q96FW1,Q00987
Q96FW1,Q00987
P04637,Q96FW1
Q00987,Q96FW1
Q96FW1,P04637
Q96FW1,Q00987
Q96FW1,P04637
Q96FW1,P04637
P17612,Q16629
Q9Y4D1,O14640
Q9Y4D1,O14640
Q9BST9,P61586
P61224,Q12967
P63000,Q13177
Q9H267,Q9H9C1
Q9H9C1,Q9H267
P00533,Q9H267
Q9H267,Q9H9C1
P15927,O60516
P15927,O60516
P15927,O60516
P46379,Q8TEK3
P46379,Q8TEK3
P02647,P02647
P02647,P02647
P02647,P02647
P02647,P02647
P02647,P02647
P02647,P02647
P39748,Q96NY9
P39748,Q96AY2
P39748,A4GXA9
P39748,Q96NY9
P39748,Q96NY9
P39748,Q96NY9
P39748,Q96NY9
Q99683,Q96EZ8
O95758,Q8TDY2
O95758,O75330
O95758,P31948
O95758,P07900
O95758,Q13148
O95758,Q14657
O95758,Q01804
O95758,Q9BQG0
O95758,Q8N394
O95758,P04792
O95758,Q9UPN9
O95758,Q9H0I2
O95758,Q13045
O95758,Q9NSV4
O95758,Q7RTV0
O95758,O14867
O95758,Q9BSJ6
O95758,Q9UGU0
O95758,P51659
O95758,Q76FK4
O95758,Q8IYB3
O95758,O43395
O95758,O95319
O95758,O43447
O95758,P48729
O95758,P10412
O95758,O60563
O95758,Q9Y5B9
O95758,Q9H3U1
O95758,P13010
O95758,Q9H4H8
O95758,Q9UHQ1
O95758,P54198
O95758,O75531
O95758,Q8TC76
O95758,Q9UKA9
O95758,Q13155
O95758,P35221
O95758,Q08AD1
O95758,Q9NV79
O95758,P61326
O95758,O15294
O95758,Q6IEG0
O95758,Q96QD9
O95758,Q00537
O95758,P26599
O95758,Q04917
O95758,P57088
O95758,Q15751
O95758,P52597
O95758,P35222
O95758,O75533
O95758,Q14527
O95758,Q92879
O95758,Q3SYG4
O95758,O14908
O95758,Q8N8D1
O95758,Q9UKX2
O95758,Q92804
Q8N5F7,Q9UJV9
Q9Y388,Q9BRD0
P26368,Q8IWX8
Q9Y388,Q8N5F7
Q8IWX8,Q14562
Q8IWX8,Q8WVK2
Q70Z53,Q8IWX8
Q9NQ29,Q8IWX8
Q8WYA6,Q13573
Q96DF8,Q70Z53
Q8N5F7,O75400
Q15459,O75400
P98175,Q92917
Q92917,Q9BRD0
O75643,O75643
Q9ULR0,Q14562
O95400,O94906
Q9NQ29,Q9NQ29
O60508,Q9UMS4
Q92620,Q92917
Q9HCS7,O60231
O60231,Q92620
Q92917,O60231
Q14562,Q14562
Q14562,Q8N5F7
O43395,P26368
O43395,O43395
O95391,O43395
P55081,O43395
Q8N5F7,O43395
O94906,Q8WWY3
O43172,Q92917
O43143,P98175
O43143,Q8IWZ8
O94906,Q13123
Q6P2Q9,Q15427
Q6P2Q9,Q13435
Q6P2Q9,Q9UMS4
Q6P2Q9,O75934
Q6P2Q9,O95391
Q6P2Q9,Q9BRX9
Q6P2Q9,Q96NB3
Q6P2Q9,Q15365
Q6P2Q9,Q92917
Q13123,Q2TAY7
Q15427,Q15029
Q13123,Q15029
Q13573,O43290
Q15029,P04792
Q9HCS7,Q9ULR0
Q9HCS7,Q13435
Q9HCS7,Q13573
Q9HCS7,Q9UNP9
Q9HCS7,Q13123
Q9HCG8,P38919
Q9HCG8,Q14331
Q9Y421,Q9HCG8
Q96NB3,Q13573
Q96NB3,O60306
Q13123,Q96NB3
Q8WUD4,Q9BZJ0
Q9BRX9,P09234
Q9BRX9,Q15427
Q9BRX9,Q9BZL1
Q9BRX9,Q9Y3C6
Q15365,Q13427
Q15365,Q96NB3
Q13356,Q96NB3
P98175,P09234
Q15459,P98175
P98175,P98175
P98175,Q8IWZ8
Q9UMS4,P98175
P98175,Q92620
P52756,O43143
Q9UMS4,P52756
P98175,Q13123
P55081,Q13123
Q13123,Q13123
Q13123,Q70Z53
O15541,O75643
O15541,Q13123
Q12874,Q15459
Q15428,Q15459
Q15427,Q13435
Q6P2Q9,Q13435
Q13435,O43395
Q13435,O60231
O95391,Q13435
Q70Z53,Q13435
Q96NB3,Q13435
O15541,Q13435
O75533,Q96I25
P98175,Q15427
Q15427,O75934
Q8TAD8,Q13573
Q8TAD8,Q13123
O75934,Q9UMS4
O43395,O75940
Q96I25,O43143
Q96I25,Q8IWZ8
O15042,P98175
P52756,O15042
Q13435,Q01081
Q8N5F7,Q01081
P09012,P26368
P98175,P26368
Q8IWZ8,P26368
P08579,P09661
P14678,P62318
P14678,Q9Y333
P14678,O95777
P14678,P54105
Q01081,P62314
P62314,P62310
P62314,P54105
P62316,P62306
P62316,Q9Y333
P62312,P62316
P54105,P62316
P62316,Q8TBK6
Q9UK45,P62318
P62310,P62318
P62318,P54105
P62306,P62304
P62306,P62308
P09661,P62306
P62306,Q9UHX1
Q9BXP5,P62306
Q13243,P62306
P62306,Q9Y4Y9
P62306,P62312
P62306,Q9UK45
P62306,P54105
P62310,P62308
P08621,Q8IWX8
P08621,O14744
P08621,P78362
P09012,P09661
P09012,P26368
P09012,Q9BQ61
P09012,P61978
P09012,Q9BTD8
P09012,P26599
P09012,Q9UKA9
P09234,P98175
Q12906,P09234
Q9BRX9,P09234
P09234,Q86XP3
Q9BUJ2,P09234
P09234,Q8N302
P09234,Q9BWF3
Q9BQA1,P09234
P09234,Q14103
P52597,P09234
P09234,P55795
O75525,P09234
O43251,P09234
O75400,O75400
Q15459,O75400
Q13435,O75400
Q01081,O75400
O15042,O75400
O75400,Q8IWX8
O75400,Q14498
O75400,Q8TAD8
Q9Y388,O75400
Q14562,O75400
O75400,Q13427
Q70Z53,O75400
Q8N5F7,O75400
Q8TBK6,O75400
P49756,Q86U06
Q14498,P49756
Q8WWY3,P49756
P49756,O43290
P09661,P08579
P08579,Q8IWZ8
P08579,Q9BUJ2
Q15459,Q15428
Q12874,Q15459
P98175,Q15459
Q15637,Q15459
Q15459,Q86XP3
Q15459,Q9BQA1
O43251,Q15459
O14744,Q12874
Q9Y3B4,O75533
O75533,Q96I25
O43660,O75533
O75533,Q8TAD8
Q13435,Q15427
Q01081,Q13435
Q13435,P07910
Q6P2Q9,Q13435
O75643,Q13435
Q9Y333,Q13435
P62310,Q13435
Q13435,O43395
Q9HCS7,Q13435
Q13435,O60231
Q13435,O95391
Q9Y5S9,Q13435
Q96FV9,Q13435
Q70Z53,Q13435
Q13435,Q96NB3
Q9Y580,Q13435
Q13435,Q15366
Q96GM8,Q13435
Q96N46,Q13435
Q8TBK6,Q13435
O15541,Q13435
Q15029,Q15393
Q15393,Q9Y3C6
P04792,Q15393
Q15393,Q96GM8
Q15427,Q8IWX8
Q15427,P98175
Q15427,Q15637
Q15427,Q12906
Q15427,Q13247
Q6P2Q9,Q15427
Q15427,Q15029
Q15427,O75934
Q9BRX9,Q15427
Q86XP3,Q15427
Q92841,Q15427
Q15427,Q9BUJ2
Q9BWF3,Q15427
Q9BQA1,Q15427
Q14103,Q15427
P52597,Q15427
Q15427,P31943
Q7RTV0,Q8WWY3
Q96I25,O43143
O43143,P98175
P52756,O43143
Q8IWZ8,O43143
Q86XP3,O43143
Q13595,O43143
O43143,Q8N5F7
O15042,Q96I25
Q96I25,Q15637
Q96I25,Q8IWZ8
Q96I25,Q9P013
Q9UHR5,Q96I25
O75940,O43395
P26368,Q01081
Q8IWX8,P26368
P26368,Q9UHX1
Q8IX12,P26368
P26368,P98175
P26368,Q15637
P26368,Q8IWZ8
Q14498,P26368
P26368,Q13151
P26368,O43395
P26368,Q92841
P61978,P26368
P26368,Q9UHR5
Q9BWF3,P26368
Q14103,P26368
P26368,Q96PU8
O75525,P26368
P26368,Q07666
O43251,P26368
Q01081,Q8IWX8
P98175,Q01081
Q01081,O43172
Q8NAV1,Q01081
Q01081,Q9UMS4
Q01081,P55081
Q92620,Q01081
Q01081,Q15287
Q70Z53,Q01081
Q01130,Q01081
Q01081,Q8N5F7
Q96GM8,Q01081
Q01081,Q8TBK6
Q01081,P11940
Q96SB4,Q01081
Q01081,P78362
P78362,Q7L014
O15042,P98175
P52756,O15042
O15042,Q8WYA6
Q86XP3,O15042
O15042,Q13595
Q8IWX8,Q8IX12
Q86U06,Q8IWX8
Q14498,Q8IWX8
Q8IWX8,O43290
Q8IWX8,Q8NAV1
Q8IWX8,Q8TAD8
Q14562,Q8IWX8
Q15287,Q8IWX8
Q70Z53,Q8IWX8
Q8IWX8,Q9Y580
Q9NWB6,Q8IWX8
Q8N302,Q8IWX8
Q8WUA2,Q8IWX8
Q8WVK2,Q8IWX8
Q8IWX8,P31942
Q96N46,Q8IWX8
Q8IWX8,P63244
Q9NQ29,Q8IWX8
Q9UHX1,Q9UHX1
Q9UHX1,Q9UHR5
Q9UKA9,Q9UHX1
O43684,O43670
Q8N5F7,O43684
Q8IX12,P98175
P61978,Q8IX12
O15541,Q8IX12
P98175,P98175
P98175,Q15637
Q8IWZ8,P98175
P98175,Q13247
Q9UMS4,P98175
Q92733,P98175
P98175,Q13123
P98175,Q92620
P17844,P98175
P61978,P98175
Q9BWF3,P98175
P55795,P98175
Q92917,P98175
P98175,P26599
Q9UKA9,P98175
Q15637,Q15637
Q15637,Q12906
Q15029,Q15637
O75934,Q15637
Q9BRX9,Q15637
Q15637,Q9Y580
Q92841,Q15637
Q15637,P61978
Q15637,Q9BUJ2
Q15637,Q9BWF3
Q9BQA1,Q15637
Q15637,P52597
Q15637,P31943
Q15637,P55795
Q12906,P52756
P52756,O95777
Q9UMS4,P52756
P52756,Q9Y2W2
Q9BQA1,P52756
Q08170,O43719
Q86U06,Q14498
Q9BWF3,Q86U06
Q86U06,O14744
Q86U06,Q96PU8
Q86U06,O43251
P78362,Q86U06
Q14498,O43395
Q8NAV1,Q14498
Q14498,O00422
Q14498,Q9UHR5
Q14498,P55795
Q8N5F7,Q14498
Q96GM8,Q14498
Q96N46,Q14498
Q8TBK6,Q14498
Q14498,O15541
P78362,Q14498
Q15717,Q15717
P61978,Q15717
P26599,Q15717
Q9UKA9,Q15717
O43251,Q15717
Q12906,Q9HCS7
Q96NB3,Q12906
P55795,Q12906
O15541,Q12906
P67809,P62310
Q2TAY7,P67809
P11142,Q9BXP5
Q9BXP5,P61978
Q13151,Q07955
Q15287,Q07955
Q07955,Q08170
Q07955,O75494
P84103,Q8NAV1
P84103,Q01130
P62995,P84103
Q9BUJ2,Q13242
P62995,Q13247
Q96GM8,Q13247
O94906,Q9UQ35
Q9UQ35,Q8TAD8
Q08170,Q9UQ35
Q9UQ35,Q96N46
P17844,Q13151
P61978,Q13151
Q14011,Q13151
Q13151,P52597
Q13151,P55795
Q13151,P31942
P09651,Q9Y3C6
P09651,P62995
P31942,P09651
P07910,P07910
P07910,Q9UKM9
P07910,Q14103
P07910,Q9UKA9
Q92879,P07910
P61978,Q9UKM9
Q9UKM9,Q14103
P31943,Q9UKM9
Q9UKM9,Q96PU8
Q9UKM9,Q07666
Q9UKM9,Q92879
P52298,Q09161
Q53F19,Q09161
Q6P2Q9,Q9UMS4
Q6P2Q9,O75934
Q6P2Q9,O95391
Q6P2Q9,Q9BRX9
Q6P2Q9,Q96NB3
Q6P2Q9,Q15365
Q6P2Q9,P55795
Q6P2Q9,Q92917
O75643,O75643
O75643,O95777
O15541,O75643
O95777,Q15029
Q13123,Q15029
Q15029,P04792
O94906,Q8WWY3
O94906,Q13123
O95400,O94906
Q9Y333,P62310
P62312,Q9Y333
Q9UK45,Q9Y333
O95777,Q9Y333
Q92733,Q9Y333
P54105,Q9Y333
Q9UK45,P62310
O95777,P62310
Q9BRX9,P62310
Q13769,P62310
P62310,Q9BQA1
P54105,P62310
Q9UK45,Q9Y4Z0
Q9Y4Z0,Q2TAY7
Q96GM8,Q9Y4Z0
Q9Y4Y9,P62312
Q9UK45,Q9Y4Y9
P62312,Q9UK45
P54105,P62312
Q2TAY7,O95777
O43395,O43395
Q8WYA6,O43395
O43395,Q8TAD8
P55081,O43395
O95391,O43395
O43395,Q70Z53
O43395,Q15365
O43395,Q8N5F7
Q8TBK6,O43395
O43172,O43447
Q92917,O43172
O43447,O95816
Q9BWF3,Q8WWY3
P55795,Q8WWY3
P63244,Q8WWY3
Q13573,P55769
Q13573,O43290
P55081,O43290
Q9BZL1,O43290
Q08170,O43290
Q8TBK6,O43290
Q8NAV1,Q8NAV1
Q8NAV1,Q14562
Q8NAV1,Q15287
Q13427,Q8NAV1
Q8NAV1,Q08170
Q8TBK6,Q8NAV1
Q8NAV1,Q96SB4
Q8NAV1,P78362
Q9UMS4,O75934
Q9UMS4,Q92733
P04792,Q9UMS4
Q9UMS4,O60508
Q86XP3,Q9UMS4
Q99459,O75934
P11142,Q8N163
O95816,P11142
Q8WYA6,Q9P013
Q9Y2W2,Q8WYA6
Q13573,Q8WYA6
P41223,Q8WYA6
Q8WYA6,Q13123
Q12972,Q8WYA6
Q8WYA6,P61978
Q8WYA6,Q9H0G5
Q8WYA6,Q8TBK6
P78362,Q8WYA6
Q9NQ29,Q8WYA6
P62136,Q9Y2W2
Q9Y2W2,Q92841
Q9Y2W2,P17844
O60306,O60828
O60828,Q9BQA1
O60828,P55795
Q13356,Q92733
Q96GM8,Q92733
O60306,Q9NW64
Q9NW64,Q9BUJ2
Q9NW64,Q9BWF3
Q9NW64,O43251
Q9ULR0,Q9HCS7
Q9HCS7,Q13573
Q9HCS7,Q9UNP9
Q13123,Q9HCS7
O60231,Q9HCS7
Q9BZJ0,Q8WUD4
Q9ULR0,Q9ULR0
Q9ULR0,Q14562
Q8TAD8,Q13573
Q13573,P55081
Q13573,Q96NB3
Q13573,Q9H5V9
Q96N46,Q13573
Q9BRX9,Q9Y3C6
Q13769,Q9Y3C6
Q9Y3C6,Q12972
Q9BUJ2,Q9Y3C6
Q9Y3C6,Q9BQA1
Q9Y3C6,Q9BTD8
Q9BRX9,O60306
Q96NB3,O60306
O60306,Q9BWF3
O60306,Q9BQA1
P55081,Q8TAD8
Q8TAD8,Q13123
Q53F19,Q8TAD8
Q96N46,Q8TAD8
Q8TAD8,Q8TBK6
Q8TAD8,P78362
Q9Y388,Q9BRD0
Q92917,Q9BRD0
Q9Y388,Q14562
Q9Y388,Q8N5F7
P55081,Q13123
P55081,Q2TAY7
P04792,P55081
P55081,Q14562
P55081,Q92620
Q70Z53,P55081
Q13123,Q13123
Q2TAY7,Q13123
Q96FV9,Q13123
Q13123,Q70Z53
Q13123,Q96NB3
Q13123,Q96GM8
Q96N46,Q13123
Q8TBK6,Q13123
O15541,Q13123
Q13123,P63244
O95400,Q2TAY7
Q13356,Q96NB3
P04792,P04792
Q9BRX9,P04792
Q9BRX9,Q9BZL1
O60231,Q92620
O60231,Q96DF8
O60231,Q92917
Q8N5F7,Q9UJV9
P38919,Q9HCG8
Q14331,Q9HCG8
Q9HCG8,Q9Y421
O95391,Q9H2H8
Q15365,Q9H2H8
Q14562,Q14562
Q14562,Q96FV9
Q14562,Q9Y580
Q9UHR5,Q14562
Q14562,Q8N5F7
Q8TBK6,Q14562
Q92917,Q92620
Q13427,O95391
Q15366,O95391
O95816,O95391
O95391,Q8TBK6
Q9Y5S9,P61326
Q9Y5S9,Q96GM8
Q9UKV3,Q15287
Q15287,Q08170
Q15287,P78362
Q9UKV3,P78362
P31942,Q53F19
Q96FV9,Q96FV9
Q70Z53,Q96FV9
Q13769,Q96FV9
Q9UHR5,Q96FV9
Q9BQA1,Q96FV9
Q70Z53,Q6UX04
Q9BRX9,Q9UHR5
Q9BRX9,P55795
Q9BRX9,Q15366
Q9BRX9,O95816
Q9BRX9,Q96GM8
Q9BRX9,Q92917
Q9BRX9,P63244
Q13427,Q15365
Q8N5F7,Q13427
Q8TBK6,Q13427
Q96DF8,Q70Z53
Q70Z53,Q96NB3
Q70Z53,Q9UHR5
Q70Z53,Q8N5F7
Q96N46,Q70Z53
Q8TBK6,Q70Z53
Q9BWF3,Q96DF8
Q96N46,Q96DF8
P63244,Q96DF8
Q96NB3,Q13769
Q15365,Q96NB3
Q9Y580,Q9BWF3
Q07666,Q9Y580
O43670,Q9BUJ2
O43670,Q9BQA1
O43670,P52272
Q08170,Q01130
Q08170,P62995
Q08170,O75494
Q01130,Q01130
Q01130,P62995
P62136,Q12972
P62136,O95400
Q96GM8,P62136
P62136,Q92917
Q15365,Q8TBK6
Q92841,Q92841
Q92841,P17844
P61978,Q92841
Q92841,Q9BWF3
P31942,Q92841
P17844,P61978
Q08211,P17844
P17844,Q9BWF3
P17844,P31943
P55795,P17844
P31942,P17844
Q07666,P17844
O43251,P17844
O14744,Q8N163
O95816,Q8N163
Q12972,Q9BQA1
P62995,P38159
O75494,P62995
Q00839,O60506
Q14103,Q00839
P31942,Q00839
O60506,P61978
P61978,P61978
P38159,P61978
